Test_ID,Date_Time,Load_Percent,Input_Voltage_V,Input_Current_A,Input_Power_kW,Output_Voltage_V,Output_Current_A,Output_Power_kW,Efficiency_Percent,Power_Factor,Temperature_C,Switching_Freq_Hz,Loss_kW,Remarks
E0430,2024-03-07 24:09:00,30,12516,12.6,157.4,483,317.3,152.3,96.80,0.995,48.0,9940,5.04,Normal operation
E0431,2024-03-07 25:10:00,30,12475,12.6,157.1,482,317.0,152.2,96.85,1.004,50.3,9599,4.95,Normal operation
E0432,2024-03-07 25:11:00,30,12467,12.6,157.0,482,315.4,151.4,96.46,0.970,51.8,9704,5.56,Normal operation
E0433,2024-03-07 25:12:00,30,12426,12.5,156.0,481,314.4,150.9,96.71,0.976,51.8,10437,5.13,Normal operation
E0434,2024-03-07 26:13:00,30,12456,12.6,157.2,484,315.5,151.5,96.37,0.966,51.3,9608,5.70,Normal operation
E0435,2024-03-07 26:14:00,30,12469,12.7,158.0,475,316.6,152.0,96.20,1.027,49.2,10140,6.00,Normal operation
E0436,2024-03-07 27:15:00,30,12425,12.6,157.5,481,315.3,151.3,96.10,0.979,46.4,10050,6.13,Normal operation
E0437,2024-03-07 27:16:00,30,12422,12.6,156.6,483,313.5,150.5,96.11,0.997,50.3,9764,6.10,Normal operation
E0438,2024-03-07 27:17:00,30,12502,12.6,157.3,476,315.3,151.4,96.20,0.976,52.1,10330,5.97,Normal operation
E0439,2024-03-07 28:18:00,30,12485,12.6,156.5,478,313.5,150.5,96.15,0.966,53.0,10412,6.02,Normal operation
E0440,2024-03-07 28:19:00,30,12485,12.6,156.7,484,313.8,150.6,96.14,0.994,51.6,10431,6.04,Normal operation
E0441,2024-03-07 28:20:00,30,12470,12.6,157.1,482,315.7,151.5,96.48,0.972,53.0,10020,5.53,Normal operation
E0442,2024-03-07 29:21:00,30,12495,12.7,158.0,479,318.9,153.1,96.89,1.010,50.5,9755,4.91,Normal operation
E0443,2024-03-07 29:22:00,30,12446,12.6,156.5,484,314.4,150.9,96.41,0.978,50.6,10032,5.61,Normal operation
E0444,2024-03-07 30:23:00,30,12496,12.6,157.1,479,315.0,151.2,96.21,1.016,46.3,9851,5.95,Normal operation
E0445,2024-03-07 30:24:00,30,12441,12.5,156.4,482,314.9,151.1,96.62,1.009,46.7,10224,5.28,Normal operation
E0446,2024-03-07 30:25:00,30,12482,12.5,156.2,485,313.6,150.5,96.38,1.026,49.2,9593,5.65,Normal operation
E0447,2024-03-07 31:26:00,30,12428,12.6,156.8,477,316.3,151.8,96.81,1.014,52.9,9665,5.01,Normal operation
E0448,2024-03-07 31:27:00,30,12485,12.6,156.6,478,315.2,151.3,96.61,0.951,49.1,10436,5.32,Normal operation
E0449,2024-03-08 08:28:00,30,12500,12.7,157.8,478,316.8,152.1,96.38,1.018,49.4,10358,5.71,Normal operation
E0450,2024-03-08 08:29:00,30,12449,12.6,157.0,483,315.0,151.2,96.28,0.953,49.9,9679,5.84,Normal operation
E0451,2024-03-08 08:30:00,30,12462,12.6,157.7,481,317.4,152.3,96.60,1.017,46.9,9519,5.37,Normal operation
E0452,2024-03-08 09:31:00,30,12444,12.6,157.2,483,315.9,151.6,96.48,0.990,50.2,9826,5.53,Normal operation
E0453,2024-03-08 09:32:00,30,12519,12.5,156.2,479,313.2,150.3,96.25,1.030,52.3,9625,5.86,Normal operation
E0454,2024-03-08 09:33:00,30,12461,12.6,156.9,485,316.5,151.9,96.85,1.010,51.5,10395,4.94,Normal operation
E0455,2024-03-08 10:34:00,30,12421,12.5,156.2,478,315.3,151.3,96.90,1.006,49.8,9967,4.85,Normal operation
E0456,2024-03-08 10:35:00,30,12438,12.5,156.4,483,313.8,150.6,96.32,0.952,52.4,10455,5.76,Normal operation
E0457,2024-03-08 10:36:00,30,12475,12.6,156.7,480,316.2,151.8,96.86,1.007,46.4,10109,4.93,Normal operation
E0458,2024-03-08 11:37:00,30,12456,12.6,157.0,484,316.6,152.0,96.81,0.974,53.1,10166,5.01,Normal operation
E0459,2024-03-08 11:38:00,30,12472,12.6,157.7,479,316.1,151.7,96.20,0.956,51.6,10327,5.99,Normal operation
E0460,2024-03-08 12:39:00,30,12481,12.6,157.0,480,315.5,151.5,96.50,0.983,49.6,9969,5.49,Normal operation
E0461,2024-03-08 12:40:00,30,12488,12.6,157.5,476,317.4,152.4,96.74,0.956,52.0,9512,5.13,Normal operation
E0462,2024-03-08 12:41:00,30,12492,12.6,156.7,479,315.5,151.4,96.64,1.000,52.4,9631,5.27,Normal operation
E0463,2024-03-08 13:42:00,30,12473,12.6,157.2,481,315.0,151.2,96.18,1.014,53.5,9572,6.01,Normal operation
E0464,2024-03-08 13:43:00,30,12461,12.6,157.2,480,315.2,151.3,96.24,0.990,46.6,9848,5.91,Normal operation
E0465,2024-03-08 13:44:00,30,12459,12.5,156.4,482,313.8,150.6,96.31,1.007,51.8,9940,5.77,Normal operation
E0466,2024-03-08 14:45:00,30,12423,12.6,156.6,478,315.8,151.6,96.80,1.002,52.7,9626,5.01,Normal operation
E0467,2024-03-08 14:46:00,30,12460,12.5,156.5,479,315.7,151.6,96.87,0.967,46.7,10137,4.89,Normal operation
E0468,2024-03-08 15:47:00,30,12503,12.6,156.7,476,315.9,151.6,96.74,0.984,48.8,10148,5.12,Normal operation
E0469,2024-03-08 15:48:00,30,12448,12.6,157.0,482,315.5,151.4,96.48,1.008,52.4,9525,5.53,Normal operation
E0470,2024-03-08 15:49:00,30,12473,12.6,156.7,479,313.8,150.6,96.11,0.966,48.9,10027,6.09,Normal operation
E0471,2024-03-08 16:50:00,30,12480,12.6,157.7,475,317.6,152.5,96.68,1.001,51.1,9546,5.24,Normal operation
E0472,2024-03-08 16:51:00,30,12511,12.5,156.4,476,314.0,150.7,96.36,1.027,48.0,10079,5.69,Normal operation
E0473,2024-03-08 16:52:00,30,12502,12.6,156.9,481,314.9,151.2,96.37,0.959,51.2,9754,5.70,Normal operation
E0474,2024-03-08 17:53:00,30,12494,12.6,157.4,477,315.4,151.4,96.18,1.019,52.8,9738,6.01,Normal operation
E0475,2024-03-08 17:54:00,30,12426,12.7,157.9,477,318.0,152.6,96.65,1.011,53.1,10319,5.29,Normal operation
E0476,2024-03-08 18:55:00,30,12518,12.6,157.4,477,316.9,152.1,96.63,0.983,48.1,9539,5.31,Normal operation
E0477,2024-03-08 18:56:00,30,12508,12.7,158.0,481,316.6,152.0,96.20,0.954,53.9,9759,6.00,Normal operation
E0478,2024-03-08 18:57:00,30,12433,12.6,157.6,485,315.8,151.6,96.22,1.028,53.4,9625,5.96,Normal operation
E0479,2024-03-08 19:58:00,30,12432,12.5,156.2,482,314.9,151.2,96.76,0.990,53.0,10063,5.06,Normal operation
E0480,2024-03-08 19:59:00,30,12425,12.6,157.7,481,318.1,152.7,96.84,0.972,47.3,10434,4.98,Normal operation
E0481,2024-03-08 19:00:00,40,12490,16.7,208.2,479,419.9,201.6,96.83,0.970,57.4,10102,6.60,Normal operation
E0482,2024-03-08 20:01:00,40,12453,16.7,208.7,483,418.6,200.9,96.26,0.966,58.0,9683,7.80,Normal operation
E0483,2024-03-08 20:02:00,40,12491,16.7,208.6,481,418.8,201.0,96.37,0.991,58.5,9554,7.57,Normal operation
E0484,2024-03-08 21:03:00,40,12466,16.7,208.3,477,418.6,200.9,96.48,0.961,55.5,10403,7.34,Normal operation
E0485,2024-03-08 21:04:00,40,12461,16.7,208.5,476,420.3,201.7,96.73,0.973,60.8,10306,6.81,Normal operation
E0486,2024-03-08 21:05:00,40,12513,16.7,208.7,478,418.2,200.8,96.21,0.961,57.4,9511,7.90,Normal operation
E0487,2024-03-08 22:06:00,40,12442,16.8,209.0,485,421.8,202.5,96.86,1.024,57.4,9942,6.56,Normal operation
E0488,2024-03-08 22:07:00,40,12501,16.7,208.7,476,420.2,201.7,96.66,1.023,60.7,9705,6.97,Normal operation
E0489,2024-03-08 22:08:00,40,12491,16.7,208.8,482,419.4,201.3,96.40,1.016,59.6,10137,7.52,Normal operation
E0490,2024-03-08 23:09:00,40,12455,16.8,209.0,476,421.3,202.2,96.76,0.978,59.0,10066,6.78,Normal operation
E0491,2024-03-08 23:10:00,40,12435,16.8,209.0,485,420.4,201.8,96.58,1.018,53.8,9958,7.16,Normal operation
E0492,2024-03-08 24:11:00,40,12421,16.7,208.5,484,418.4,200.8,96.29,0.985,56.2,9583,7.73,Normal operation
E0493,2024-03-08 24:12:00,40,12513,16.8,209.2,482,420.4,201.8,96.44,1.012,60.2,9527,7.44,Normal operation
E0494,2024-03-08 24:13:00,40,12445,16.8,209.8,481,421.8,202.5,96.48,0.996,55.4,9718,7.38,Normal operation
E0495,2024-03-08 25:14:00,40,12440,16.7,208.3,476,418.6,200.9,96.48,1.013,60.9,10042,7.32,Normal operation
E0496,2024-03-08 25:15:00,40,12473,16.8,209.3,485,419.2,201.2,96.13,1.027,59.4,9816,8.10,Normal operation
E0497,2024-03-08 25:16:00,40,12456,16.8,208.9,478,418.5,200.9,96.16,1.028,57.3,10121,8.03,Normal operation
E0498,2024-03-08 26:17:00,40,12478,16.7,208.4,480,419.2,201.2,96.54,1.027,55.3,10136,7.20,Normal operation
E0499,2024-03-08 26:18:00,40,12467,16.8,209.7,479,420.8,202.0,96.31,1.027,55.8,9502,7.73,Normal operation
E0500,2024-03-08 27:19:00,40,12453,16.8,210.0,477,422.2,202.7,96.52,0.963,55.3,9701,7.31,Normal operation
E0501,2024-03-08 27:20:00,40,12460,16.8,209.8,484,422.4,202.7,96.64,1.000,58.4,9531,7.04,Normal operation
E0502,2024-03-08 27:21:00,40,12498,16.8,209.4,480,419.4,201.3,96.15,0.956,55.1,9527,8.06,Normal operation
E0503,2024-03-08 28:22:00,40,12474,16.7,208.6,478,419.0,201.1,96.42,1.027,54.5,9901,7.47,Normal operation
E0504,2024-03-08 28:23:00,40,12439,16.8,209.1,479,420.5,201.8,96.53,1.006,59.5,9677,7.25,Normal operation
E0505,2024-03-08 28:24:00,40,12453,16.8,209.6,483,423.0,203.1,96.90,1.027,58.3,9945,6.50,Normal operation
E0506,2024-03-08 29:25:00,40,12493,16.7,208.3,484,419.2,201.2,96.61,1.007,60.1,10101,7.05,Normal operation
E0507,2024-03-08 29:26:00,40,12461,16.8,209.1,481,419.8,201.5,96.35,1.018,53.7,9980,7.63,Normal operation
E0508,2024-03-08 30:27:00,40,12495,16.8,209.0,480,421.2,202.2,96.73,0.992,56.1,9796,6.84,Normal operation
E0509,2024-03-08 30:28:00,40,12472,16.7,208.1,484,419.5,201.3,96.73,0.985,54.1,9878,6.80,Normal operation
E0510,2024-03-08 30:29:00,40,12424,16.8,209.9,477,421.3,202.2,96.37,0.987,53.0,10229,7.62,Normal operation
E0511,2024-03-08 31:30:00,40,12426,16.7,208.4,478,419.4,201.3,96.61,1.001,59.3,10436,7.07,Normal operation
E0512,2024-03-08 31:31:00,40,12510,16.8,209.4,479,420.2,201.7,96.33,0.953,58.4,9576,7.68,Normal operation
E0513,2024-03-09 08:32:00,40,12456,16.7,208.7,481,420.4,201.8,96.67,0.996,60.4,9764,6.95,Normal operation
E0514,2024-03-09 08:33:00,40,12467,16.8,209.1,480,419.9,201.5,96.37,1.029,58.3,10441,7.60,Normal operation
E0515,2024-03-09 08:34:00,40,12435,16.8,209.1,478,421.7,202.4,96.80,0.992,59.0,10307,6.68,Normal operation
E0516,2024-03-09 09:35:00,40,12512,16.8,209.1,483,420.6,201.9,96.54,0.977,60.4,10119,7.24,Normal operation
E0517,2024-03-09 09:36:00,40,12489,16.7,208.4,484,417.8,200.5,96.23,0.957,53.7,9956,7.85,Normal operation
E0518,2024-03-09 09:37:00,40,12484,16.7,208.1,479,419.3,201.3,96.73,0.987,55.0,9771,6.81,Normal operation
E0519,2024-03-09 10:38:00,40,12448,16.8,209.4,478,420.5,201.9,96.38,0.996,59.2,9684,7.58,Normal operation
E0520,2024-03-09 10:39:00,40,12500,16.7,208.4,483,417.5,200.4,96.15,1.018,60.4,10371,8.02,Normal operation
E0521,2024-03-09 10:40:00,40,12452,16.8,208.9,476,418.6,200.9,96.17,1.008,54.9,9586,8.00,Normal operation
E0522,2024-03-09 11:41:00,40,12517,16.8,209.6,480,421.4,202.3,96.49,1.001,54.1,9942,7.35,Normal operation
E0523,2024-03-09 11:42:00,40,12487,16.8,209.2,478,421.6,202.4,96.76,0.977,53.3,10485,6.77,Normal operation
E0524,2024-03-09 12:43:00,40,12431,16.8,209.1,484,418.9,201.1,96.19,0.952,60.6,9953,7.97,Normal operation
E0525,2024-03-09 12:44:00,40,12506,16.8,209.4,480,422.3,202.7,96.82,1.016,56.2,10442,6.67,Normal operation
E0526,2024-03-09 12:45:00,40,12468,16.7,208.3,483,417.9,200.6,96.31,0.961,60.1,9957,7.68,Normal operation
E0527,2024-03-09 13:46:00,40,12440,16.8,208.9,478,421.6,202.4,96.89,0.996,56.6,9548,6.50,Normal operation
E0528,2024-03-09 13:47:00,40,12473,16.7,208.0,476,419.3,201.3,96.75,1.011,55.8,10053,6.77,Normal operation
E0529,2024-03-09 13:48:00,40,12479,16.7,208.7,480,421.0,202.1,96.82,0.989,56.9,9607,6.63,Normal operation
E0530,2024-03-09 14:49:00,40,12502,16.7,208.2,481,420.0,201.6,96.84,0.966,58.1,10345,6.57,Normal operation
E0531,2024-03-09 14:50:00,40,12434,16.7,208.2,475,419.1,201.2,96.60,0.996,57.8,9682,7.07,Normal operation
E0532,2024-03-09 15:51:00,40,12445,16.7,208.3,479,419.9,201.5,96.74,0.955,56.7,10174,6.78,Normal operation
E0533,2024-03-09 15:52:00,40,12517,16.7,208.2,478,419.8,201.5,96.79,0.966,60.3,9821,6.69,Normal operation
E0534,2024-03-09 15:53:00,40,12481,16.7,208.4,485,418.8,201.0,96.47,1.029,53.5,10002,7.35,Normal operation
E0535,2024-03-09 16:54:00,40,12497,16.7,208.5,484,419.4,201.3,96.55,0.960,60.9,9549,7.19,Normal operation
E0536,2024-03-09 16:55:00,40,12442,16.8,209.0,476,420.3,201.7,96.50,0.968,57.2,9816,7.33,Normal operation
E0537,2024-03-09 16:56:00,40,12487,16.7,208.1,479,417.7,200.5,96.33,0.989,57.7,9837,7.65,Normal operation
E0538,2024-03-09 17:57:00,40,12495,16.7,208.7,477,421.2,202.2,96.89,0.994,60.7,10218,6.49,Normal operation
E0539,2024-03-09 17:58:00,40,12441,16.8,209.3,480,421.7,202.4,96.73,0.969,53.4,9789,6.84,Normal operation
E0540,2024-03-09 18:59:00,40,12446,16.7,208.6,477,419.3,201.3,96.49,0.990,60.0,10355,7.32,Normal operation
E0541,2024-03-09 18:00:00,40,12468,16.8,209.0,479,420.0,201.6,96.47,1.019,57.2,10390,7.37,Normal operation
E0542,2024-03-09 18:01:00,40,12511,16.7,208.1,484,418.5,200.9,96.53,0.963,59.2,10233,7.22,Normal operation
E0543,2024-03-09 19:02:00,40,12495,16.7,208.0,478,417.8,200.5,96.41,1.017,53.9,9888,7.47,Normal operation
E0544,2024-03-09 19:03:00,40,12494,16.7,208.1,485,418.8,201.0,96.61,0.955,55.0,10212,7.05,Normal operation
E0545,2024-03-09 19:04:00,40,12491,16.8,209.8,480,421.7,202.4,96.48,0.976,58.6,9513,7.38,Normal operation
E0546,2024-03-09 20:05:00,40,12459,16.8,209.8,485,420.4,201.8,96.17,1.008,57.8,10146,8.05,Normal operation
E0547,2024-03-09 20:06:00,40,12428,16.7,208.5,476,419.6,201.4,96.58,1.009,56.9,10356,7.12,Normal operation
E0548,2024-03-09 21:07:00,40,12451,16.7,208.3,480,419.7,201.5,96.73,1.017,59.9,10362,6.81,Normal operation
E0549,2024-03-09 21:08:00,40,12506,16.7,208.2,481,418.6,201.0,96.54,1.009,55.7,10447,7.20,Normal operation
E0550,2024-03-09 21:09:00,40,12424,16.8,209.7,476,420.2,201.7,96.17,1.002,56.3,9521,8.04,Normal operation
E0551,2024-03-09 22:10:00,40,12470,16.8,209.8,479,422.5,202.8,96.65,1.013,54.2,10006,7.02,Normal operation
E0552,2024-03-09 22:11:00,40,12429,16.7,208.7,482,418.9,201.1,96.35,0.974,56.0,10077,7.62,Normal operation
E0553,2024-03-09 22:12:00,40,12513,16.7,208.3,475,419.9,201.6,96.78,0.971,56.2,9611,6.70,Normal operation
E0554,2024-03-09 23:13:00,40,12517,16.8,209.1,481,420.3,201.7,96.49,0.953,54.0,10161,7.35,Normal operation
E0555,2024-03-09 23:14:00,40,12491,16.7,208.6,479,418.6,200.9,96.35,0.961,54.9,9727,7.62,Normal operation
E0556,2024-03-09 24:15:00,40,12437,16.8,209.3,476,420.2,201.7,96.35,1.020,58.8,10184,7.63,Normal operation
E0557,2024-03-09 24:16:00,40,12481,16.8,209.4,479,420.3,201.8,96.36,0.962,59.9,10338,7.62,Normal operation
E0558,2024-03-09 24:17:00,40,12443,16.8,210.0,476,423.5,203.3,96.82,1.001,56.3,10100,6.67,Normal operation
E0559,2024-03-09 25:18:00,40,12485,16.7,208.4,482,419.6,201.4,96.64,1.028,59.7,9586,7.00,Normal operation
E0560,2024-03-09 25:19:00,40,12480,16.7,208.3,485,418.5,200.9,96.47,1.016,58.0,9954,7.36,Normal operation
E0561,2024-03-09 25:20:00,40,12434,16.8,209.5,482,420.8,202.0,96.38,1.000,59.5,10062,7.58,Normal operation
E0562,2024-03-09 26:21:00,40,12516,16.7,208.5,479,418.9,201.1,96.41,0.980,54.8,9745,7.49,Normal operation
E0563,2024-03-09 26:22:00,40,12457,16.8,209.7,483,421.2,202.2,96.38,1.027,57.6,10230,7.59,Normal operation
E0564,2024-03-09 27:23:00,40,12502,16.8,209.2,476,420.7,201.9,96.55,1.010,54.8,10471,7.21,Normal operation
E0565,2024-03-09 27:24:00,40,12464,16.7,208.0,482,417.6,200.4,96.34,0.997,60.7,9855,7.62,Normal operation
E0566,2024-03-09 27:25:00,40,12431,16.8,208.9,479,420.5,201.8,96.63,0.999,57.7,9704,7.05,Normal operation
E0567,2024-03-09 28:26:00,40,12488,16.7,208.7,479,420.4,201.8,96.68,0.971,58.1,10373,6.93,Normal operation
E0568,2024-03-09 28:27:00,40,12483,16.8,209.5,477,421.9,202.5,96.66,0.970,56.6,9568,7.00,Normal operation
E0569,2024-03-09 28:28:00,40,12490,16.8,209.2,480,419.2,201.2,96.20,1.002,58.7,10014,7.95,Normal operation
E0570,2024-03-09 29:29:00,40,12465,16.8,209.1,481,420.2,201.7,96.47,0.978,54.3,10447,7.37,Normal operation
E0571,2024-03-09 29:30:00,40,12487,16.8,209.1,475,421.7,202.4,96.80,0.987,55.6,10011,6.69,Normal operation
E0572,2024-03-09 30:31:00,40,12472,16.8,209.0,481,419.6,201.4,96.36,1.015,55.1,9764,7.60,Normal operation
E0573,2024-03-09 30:32:00,40,12492,16.7,208.6,479,419.1,201.2,96.43,1.020,53.3,9609,7.45,Normal operation
E0574,2024-03-09 30:33:00,40,12511,16.8,210.0,478,423.2,203.1,96.75,1.019,53.6,9534,6.83,Normal operation
E0575,2024-03-09 31:34:00,40,12444,16.8,209.6,483,420.3,201.7,96.22,1.021,58.8,10263,7.93,Normal operation
E0576,2024-03-09 31:35:00,40,12474,16.8,209.7,483,419.9,201.5,96.13,0.989,53.7,10277,8.12,Normal operation
E0577,2024-03-10 08:36:00,40,12444,16.7,208.2,482,419.9,201.6,96.82,1.026,55.4,9857,6.63,Normal operation
E0578,2024-03-10 08:37:00,40,12486,16.8,209.2,480,421.6,202.4,96.73,1.021,60.9,10397,6.84,Normal operation
E0579,2024-03-10 08:38:00,40,12431,16.8,209.7,479,422.3,202.7,96.68,0.990,59.9,10448,6.97,Normal operation
E0580,2024-03-10 09:39:00,40,12498,16.8,209.5,476,422.0,202.5,96.68,1.029,59.4,10428,6.95,Normal operation
E0581,2024-03-10 09:40:00,40,12467,16.7,208.3,485,420.1,201.7,96.81,0.970,60.6,10366,6.64,Normal operation
E0582,2024-03-10 09:41:00,40,12438,16.7,208.8,482,419.5,201.4,96.45,0.974,53.8,9700,7.41,Normal operation
E0583,2024-03-10 10:42:00,40,12510,16.7,208.4,484,418.2,200.7,96.32,0.998,54.3,10059,7.67,Normal operation
E0584,2024-03-10 10:43:00,40,12430,16.8,210.0,483,422.9,203.0,96.67,1.002,60.8,10394,6.99,Normal operation
E0585,2024-03-10 10:44:00,40,12508,16.7,208.1,478,419.5,201.3,96.75,0.973,56.2,10486,6.77,Normal operation
E0586,2024-03-10 11:45:00,40,12491,16.7,208.5,475,417.6,200.4,96.16,1.026,56.8,10206,8.01,Normal operation
E0587,2024-03-10 11:46:00,40,12506,16.8,209.3,477,421.9,202.5,96.76,0.968,58.5,9991,6.79,Normal operation
E0588,2024-03-10 12:47:00,40,12465,16.8,209.0,485,419.5,201.4,96.35,1.014,53.5,10285,7.63,Normal operation
E0589,2024-03-10 12:48:00,40,12438,16.7,208.7,481,418.3,200.8,96.21,0.973,60.3,9631,7.91,Normal operation
E0590,2024-03-10 12:49:00,40,12450,16.8,209.7,484,420.9,202.0,96.36,0.964,57.8,10307,7.63,Normal operation
E0591,2024-03-10 13:50:00,40,12463,16.8,209.2,481,421.6,202.4,96.73,1.009,60.1,9775,6.85,Normal operation
E0592,2024-03-10 13:51:00,40,12425,16.8,209.1,475,420.2,201.7,96.46,0.961,56.4,10039,7.41,Normal operation
E0593,2024-03-10 13:52:00,40,12444,16.8,209.8,478,420.8,202.0,96.25,0.978,53.2,10465,7.87,Normal operation
E0594,2024-03-10 14:53:00,40,12510,16.8,209.2,481,420.4,201.8,96.47,0.971,57.8,9796,7.38,Normal operation
E0595,2024-03-10 14:54:00,40,12459,16.8,208.9,484,418.9,201.1,96.26,1.015,53.8,9690,7.82,Normal operation
E0596,2024-03-10 15:55:00,40,12475,16.7,208.2,483,416.9,200.1,96.11,1.024,60.6,10457,8.11,Normal operation
E0597,2024-03-10 15:56:00,40,12479,16.8,209.5,479,420.5,201.8,96.34,1.029,54.0,9719,7.66,Normal operation
E0598,2024-03-10 15:57:00,40,12476,16.8,209.7,479,420.4,201.8,96.23,0.964,56.2,10339,7.91,Normal operation
E0599,2024-03-10 16:58:00,40,12480,16.7,208.2,484,417.0,200.2,96.15,1.017,59.3,9575,8.01,Normal operation
E0600,2024-03-10 16:59:00,40,12454,16.8,209.6,477,420.7,201.9,96.32,1.027,56.0,9675,7.72,Normal operation
E0601,2024-03-10 16:00:00,40,12469,16.8,209.2,484,418.9,201.1,96.14,0.952,56.9,10102,8.08,Normal operation
E0602,2024-03-10 17:01:00,40,12428,16.8,208.9,478,418.4,200.8,96.13,1.023,57.5,10002,8.08,Normal operation
E0603,2024-03-10 17:02:00,40,12469,16.7,208.6,478,417.7,200.5,96.11,0.996,59.2,10426,8.11,Normal operation
E0604,2024-03-10 18:03:00,40,12498,16.7,208.8,482,420.1,201.7,96.58,0.966,58.9,9711,7.14,Normal operation
E0605,2024-03-10 18:04:00,40,12506,16.8,209.9,482,422.1,202.6,96.54,0.991,60.6,10167,7.27,Normal operation
E0606,2024-03-10 18:05:00,40,12516,16.8,209.1,484,419.0,201.1,96.19,1.006,57.7,10319,7.97,Normal operation
E0607,2024-03-10 19:06:00,40,12496,16.8,209.8,477,420.9,202.0,96.30,1.012,60.8,9957,7.77,Normal operation
E0608,2024-03-10 19:07:00,40,12451,16.8,209.2,477,419.6,201.4,96.30,1.017,53.2,10326,7.74,Normal operation
E0609,2024-03-10 19:08:00,40,12433,16.8,209.4,478,421.7,202.4,96.66,0.968,53.5,9952,6.99,Normal operation
E0610,2024-03-10 20:09:00,40,12469,16.7,208.0,476,419.3,201.3,96.75,0.988,57.4,9656,6.76,Normal operation
E0611,2024-03-10 20:10:00,40,12439,16.7,208.0,483,419.4,201.3,96.79,0.976,59.8,10300,6.68,Normal operation
E0612,2024-03-10 21:11:00,40,12443,16.8,209.0,483,420.5,201.8,96.58,1.020,58.7,9610,7.15,Normal operation
E0613,2024-03-10 21:12:00,40,12429,16.7,208.2,479,418.8,201.0,96.58,0.974,53.1,9544,7.11,Normal operation
E0614,2024-03-10 21:13:00,40,12478,16.8,209.6,481,420.7,201.9,96.33,1.009,54.2,10062,7.69,Normal operation
E0615,2024-03-10 22:14:00,40,12512,16.8,209.4,480,422.6,202.8,96.86,1.025,59.7,10349,6.58,Normal operation
E0616,2024-03-10 22:15:00,40,12454,16.8,209.2,481,422.2,202.7,96.87,0.987,57.1,10309,6.56,Normal operation
E0617,2024-03-10 22:16:00,40,12448,16.7,208.8,482,419.0,201.1,96.32,0.990,53.3,9943,7.68,Normal operation
E0618,2024-03-10 23:17:00,40,12440,16.7,208.6,481,418.7,201.0,96.35,1.020,57.3,9623,7.61,Normal operation
E0619,2024-03-10 23:18:00,40,12449,16.8,208.9,481,418.4,200.8,96.12,0.961,56.8,9982,8.10,Normal operation
E0620,2024-03-10 24:19:00,40,12459,16.7,208.0,482,417.7,200.5,96.39,0.959,55.6,10107,7.52,Normal operation
E0621,2024-03-10 24:20:00,40,12428,16.7,208.8,481,419.7,201.4,96.48,1.003,59.4,9995,7.35,Normal operation
E0622,2024-03-10 24:21:00,40,12505,16.8,209.0,476,420.4,201.8,96.58,1.028,57.0,9615,7.16,Normal operation
E0623,2024-03-10 25:22:00,40,12495,16.8,209.0,481,418.5,200.9,96.14,0.958,60.8,9786,8.06,Normal operation
E0624,2024-03-10 25:23:00,40,12472,16.7,208.0,480,418.3,200.8,96.53,0.965,59.7,10384,7.22,Normal operation
E0625,2024-03-10 25:24:00,40,12480,16.7,208.6,480,420.8,202.0,96.80,0.982,53.3,10235,6.69,Normal operation
E0626,2024-03-10 26:25:00,40,12482,16.7,208.2,479,418.4,200.8,96.44,1.006,60.0,9757,7.42,Normal operation
E0627,2024-03-10 26:26:00,40,12427,16.8,209.7,479,420.9,202.0,96.36,1.006,61.0,10395,7.63,Normal operation
E0628,2024-03-10 27:27:00,40,12451,16.8,209.7,477,421.0,202.1,96.39,0.987,60.0,9645,7.57,Normal operation
E0629,2024-03-10 27:28:00,40,12469,16.8,209.5,475,421.4,202.3,96.56,0.964,55.7,9928,7.20,Normal operation
E0630,2024-03-10 27:29:00,40,12427,16.8,209.4,477,420.0,201.6,96.27,0.975,57.2,9805,7.82,Normal operation
E0631,2024-03-10 28:30:00,40,12510,16.8,209.7,480,422.6,202.8,96.71,0.954,59.4,10020,6.90,Normal operation
E0632,2024-03-10 28:31:00,40,12422,16.8,208.9,477,418.4,200.9,96.15,0.967,56.4,9991,8.04,Normal operation
E0633,2024-03-10 28:32:00,40,12450,16.7,208.5,478,419.0,201.1,96.44,0.956,53.9,10393,7.42,Normal operation
E0634,2024-03-10 29:33:00,40,12436,16.7,208.8,481,419.9,201.6,96.54,0.977,58.5,10279,7.22,Normal operation
E0635,2024-03-10 29:34:00,40,12492,16.8,209.7,478,420.6,201.9,96.27,1.011,55.9,10129,7.83,Normal operation
E0636,2024-03-10 30:35:00,40,12459,16.7,208.6,479,418.8,201.0,96.37,0.952,53.2,9703,7.57,Normal operation
E0637,2024-03-10 30:36:00,40,12470,16.7,208.1,476,419.3,201.3,96.75,0.994,53.1,9641,6.77,Normal operation
E0638,2024-03-10 30:37:00,40,12453,16.8,209.6,481,420.8,202.0,96.36,0.961,53.7,10243,7.63,Normal operation
E0639,2024-03-10 31:38:00,40,12457,16.7,208.6,478,420.0,201.6,96.65,1.005,53.0,10089,6.99,Normal operation
E0640,2024-03-10 31:39:00,40,12467,16.8,209.8,485,420.8,202.0,96.28,1.015,57.6,10067,7.80,Normal operation
E0641,2024-03-11 08:40:00,50,12436,20.9,260.7,476,521.9,250.5,96.11,1.019,61.2,10249,10.15,Normal operation
E0642,2024-03-11 08:41:00,50,12447,20.9,260.5,478,522.6,250.9,96.29,0.999,61.5,9992,9.66,Normal operation
